site,ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,sp,SL1_mm,mass1_gr,Sex1,surv,SL2_mm,mass2_gr,Sex2,Repr,Recr,Rcsz,N_egg_embryo,egg_mg1,egg_mg2,dry_gr1,dry_gr2,area,volume,canopy,BiomassG1,BiomassG2,BiomassK1,BiomassK2,G1s,G2s,K1s,K2s,Date,Date2,Comments_1,Comments_2
QUA-3,QUA-4B,4B,1,QUA,3,3,0,0,1,K,12.25,0.02,J,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,DEAD,
QUA-3,QUA-4P,4P,1,QUA,3,3,0,0,1,K,19.1,0.05,J,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-4R6R,4R6R,1,QUA,3,3,0,0,1,K,20.7,0.067,J,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-4R8R,4R8R,1,QUA,3,3,0,0,1,K,22.98,0.109,J,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-4V,4V,1,QUA,3,3,0,0,1,K,18.5,0.054,J,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-5G7G,5G7G,1,QUA,3,3,0,0,1,K,59.44,1.94,M,1,59.39,1.924,M,0,0,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-5G7O,5G7O,1,QUA,3,3,0,0,1,K,47.36,0.96,M,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-5O7G,5O7G,1,QUA,3,3,0,0,1,K,49.39,1.08,M,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-5P7O,5P7O,1,QUA,3,3,0,0,1,K,75.38,4.08,M,0,,,,,,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA-3,QUA-5R7B,5R7B,1,QUA,3,3,0,0,1,K,40.97,0.57,M,1,42.73,0.626,M,0,0,,,,,,,15.2,3.5,21.9,6.3,0.511,63.423,69.239,-0.18623028264163,-1.20392678881032,2.41467671883527,2.42542902205272,2017-04-11,2017-05-10,,
QUA2-1,QUA2-1B,1B,1,QUA2,1,1,0,0,1,K,16.05,0.066,J,1,18.42,0.088,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1B3B,1B3B,1,QUA2,1,1,0,0,1,K,17.1,0.068,J,1,19.98,0.111,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1B4Y,1B4Y,1,QUA2,1,1,0,0,1,K,18.19,0.074,J,0,,,J,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1B9B,1B9B,1,QUA2,1,1,0,0,1,K,12.06,0.033,J,1,16.41,0.059,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1O6R9B,1O6R9B,1,QUA2,1,1,0,0,1,K,61.78,4.035,M,1,62.77,4.762,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1O8B9B,1O8B9B,1,QUA2,1,1,0,0,1,K,39.83,0.923,M,1,41.41,1.105,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1O8O9B,1O8O9B,1,QUA2,1,1,0,0,1,K,69.26,6.237,M,0,,,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1O8R9B,1O8R9B,1,QUA2,1,1,0,0,1,K,34.46,0.612,F,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1O8Y9B,1O8Y9B,1,QUA2,1,1,0,0,1,K,30.01,0.374,F,1,31.45,0.432,F,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R,1R,1,QUA2,1,1,0,0,1,K,12.46,0.027,J,1,15.76,0.058,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R3B9B,1R3B9B,1,QUA2,1,1,0,0,1,K,26.19,0.241,J,1,26.4,0.274,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R4B9B,1R4B9B,1,QUA2,1,1,0,0,1,K,35.55,0.649,M,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R4O9B,1R4O9B,1,QUA2,1,1,0,0,1,K,27.4,0.275,F,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R4Y,1R4Y,1,QUA2,1,1,0,0,1,K,23.32,0.175,J,1,21.94,0.158,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R6B,1R6B,1,QUA2,1,1,0,0,1,K,18.78,0.101,J,1,20.97,0.129,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R6Y,1R6Y,1,QUA2,1,1,0,0,1,K,17.99,0.08,J,1,20.02,0.123,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1R8Y,1R8Y,1,QUA2,1,1,0,0,1,K,19.26,0.121,J,0,,,J,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1Y,1Y,1,QUA2,1,1,0,0,1,K,11.8,0.023,J,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1Y3B,1Y3B,1,QUA2,1,1,0,0,1,K,22.59,0.158,J,1,25.13,0.237,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1Y3R,1Y3R,1,QUA2,1,1,0,0,1,K,16.63,0.071,J,1,20.87,0.128,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-1Y4O9B,1Y4O9B,1,QUA2,1,1,0,0,1,K,34.1,0.608,F,1,35.6,0.679,F,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2B4O9B,2B4O9B,1,QUA2,1,1,0,0,1,K,38.78,0.778,M,1,38.77,0.778,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2B6O9B,2B6O9B,1,QUA2,1,1,0,0,1,K,22.95,0.157,J,1,22.8,0.171,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O,2O,1,QUA2,1,1,0,0,1,K,11.54,0.022,J,0,,,J,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O4R9O,2O4R9O,1,QUA2,1,1,0,0,1,K,26.73,0.273,F,0,,,F,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O4Y9B,2O4Y9B,1,QUA2,1,1,0,0,1,K,22.15,0.172,J,1,24.21,0.201,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O6B9B,2O6B9B,1,QUA2,1,1,0,0,1,K,37.09,0.699,F,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O6O9B,2O6O9B,1,QUA2,1,1,0,0,1,K,56.79,2.854,M,1,58.28,3.193,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O6R9B,2O6R9B,1,QUA2,1,1,0,0,1,K,20.93,0.121,J,1,22.75,0.178,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O6Y9B,2O6Y9B,1,QUA2,1,1,0,0,1,K,37.77,0.797,M,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2O6Y9O,2O6Y9O,1,QUA2,1,1,0,0,1,K,52.37,2.143,F,1,53.38,2.205,F,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2R,2R,1,QUA2,1,1,0,0,1,K,11.81,0.042,J,0,,,J,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2R3O,2R3O,1,QUA2,1,1,0,0,1,K,18.16,0.08,J,1,20.86,0.124,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2R3R,2R3R,1,QUA2,1,1,0,0,1,K,15.56,0.062,J,1,18.92,0.102,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2R4R,2R4R,1,QUA2,1,1,0,0,1,K,20.96,0.153,J,0,,,J,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2R6O9B,2R6O9B,1,QUA2,1,1,0,0,1,K,36.43,0.658,F,1,36.88,0.699,F,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2R6R,2R6R,1,QUA2,1,1,0,0,1,K,20.19,0.119,J,1,21.14,0.142,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-2Y3O9B,2Y3O9B,1,QUA2,1,1,0,0,1,K,71.12,6.35,M,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-3B,3B,1,QUA2,1,1,0,0,1,K,17.02,0.063,J,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-3R,3R,1,QUA2,1,1,0,0,1,K,15.01,0.07,J,1,19.42,0.094,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5B6O9B,5B6O9B,1,QUA2,1,1,0,0,1,K,36.41,0.665,M,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5O6B9B,5O6B9B,1,QUA2,1,1,0,0,1,K,26.86,0.281,F,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5O8B9B,5O8B9B,1,QUA2,1,1,0,0,1,K,24.33,0.204,F,1,24.93,0.232,F,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5O8O9B,5O8O9B,1,QUA2,1,1,0,0,1,K,24.45,0.185,F,0,,,,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5R,5R,1,QUA2,1,1,0,0,1,K,12.6,0.036,J,1,17.18,0.076,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5R6O9B,5R6O9B,1,QUA2,1,1,0,0,1,K,26.02,0.251,J,1,26.9,,J,0,0,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5R6R9B,5R6R9B,1,QUA2,1,1,0,0,1,K,29.05,0.345,M,1,29.67,0.395,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5Y,5Y,1,QUA2,1,1,0,0,1,K,12.64,0.03,J,0,,,J,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-1,QUA2-5Y6O9B,5Y6O9B,1,QUA2,1,1,0,0,1,K,33.42,0.549,M,1,34.01,0.585,M,,,,,,,,,11.75,2.17,36.9,2.683,2.364,33.11,17.518,-0.971840078324139,-0.886255038433719,0.347787873602433,-0.422781037272996,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1B3Y,1B3Y,1,QUA2,3,3,1,0,0,K,15.67,0.051,J,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1B4O,1B4O,1,QUA2,3,3,1,0,0,K,17.62,0.076,J,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O3B9R,1O3B9R,1,QUA2,3,3,1,0,0,K,44.85,1.379,M,1,44.85,1.352,M,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O3Y9R,1O3Y9R,1,QUA2,3,3,1,0,0,K,68.74,5.096,M,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O4B,1O4B,1,QUA2,3,3,1,0,0,K,20.78,0.12,J,1,24.29,0.212,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O4O9R,1O4O9R,1,QUA2,3,3,1,0,0,K,17.87,0.085,J,1,20.93,0.131,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O4R9R,1O4R9R,1,QUA2,3,3,1,0,0,K,19.37,0.102,J,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O4Y,1O4Y,1,QUA2,3,3,1,0,0,K,18.29,0.092,J,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O6B,1O6B,1,QUA2,3,3,1,0,0,K,16.53,0.068,J,1,21.72,0.135,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1O6O,1O6O,1,QUA2,3,3,1,0,0,K,21.81,0.166,J,1,23.85,0.21,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R3O9R,1R3O9R,1,QUA2,3,3,1,0,0,K,17.02,0.07,J,1,20,0.115,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R3R4R9R,1R3R4R9R,1,QUA2,3,3,1,0,0,K,40.6,0.984,F,1,41.33,1.084,F,1,26,,26,0.346,0.244,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R3R9R,1R3R9R,1,QUA2,3,3,1,0,0,K,53.65,2.376,M,1,54.17,2.484,M,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R3Y9R,1R3Y9R,1,QUA2,3,3,1,0,0,K,45.86,1.4,F,1,46.51,1.541,F,1,15,,15,0.099,0.01,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R6O,1R6O,1,QUA2,3,3,1,0,0,K,19.06,0.096,J,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R6R9R,1R6R9R,1,QUA2,3,3,1,0,0,K,51.2,2.159,M,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R8B9R,1R8B9R,1,QUA2,3,3,1,0,0,K,27.28,0.292,J,1,28.89,0.34,F,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1R8R9R,1R8R9R,1,QUA2,3,3,1,0,0,K,35.23,0.624,M,1,36.15,0.676,M,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-1Y3O9R,1Y3O9R,1,QUA2,3,3,1,0,0,K,27.35,0.296,F,1,28.98,0.347,F,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-2O3B9R,2O3B9R,1,QUA2,3,3,1,0,0,K,18.64,0.094,J,1,34.57,0.56,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-2O3O9R,2O3O9R,1,QUA2,3,3,1,0,0,K,24.03,0.196,J,1,25.19,0.225,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-2O3R9R,2O3R9R,1,QUA2,3,3,1,0,0,K,16.42,0.059,J,1,18.32,0.088,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-2O3Y,2O3Y,1,QUA2,3,3,1,0,0,K,11.44,0.027,J,0,,,,,,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-2O4O,2O4O,1,QUA2,3,3,1,0,0,K,16.56,0.057,J,1,20.14,0.106,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
QUA2-3,QUA2-2R8R,2R8R,1,QUA2,3,3,1,0,0,K,16.12,0.067,J,1,19.71,0.117,J,0,0,,,,,,,13.19,1.93,27.1,3.405,1.173,16.032,9.723,-0.815022198179608,-1.09043585586412,-0.816673832559489,-0.852041829068281,2019-03-21,2019-04-17,,
